datePulled,contract,type,expiry,strike,bid,ask,volume,oi,lastTrd,impVol
2020-08-18,SPY200826P00341000,PUT,2020-08-26,341.00,3.94,3.97,74,308,2020-08-18 12:39PM EDT,12.67%
2020-08-18,SPY200826P00342000,PUT,2020-08-26,342.00,4.57,4.59,26,245,2020-08-18 12:35PM EDT,12.45%
2020-08-18,SPY200826P00343000,PUT,2020-08-26,343.00,5.27,5.29,8,91,2020-08-18 12:47PM EDT,12.35%
2020-08-18,SPY200826P00344000,PUT,2020-08-26,344.00,6.00,6.07,19,41,2020-08-18 12:40PM EDT,12.45%
2020-08-18,SPY200826P00345000,PUT,2020-08-26,345.00,6.82,6.90,3,24,2020-08-18 10:36AM EDT,12.61%
2020-08-18,SPY200826P00346000,PUT,2020-08-26,346.00,7.66,7.75,5,4,2020-08-17 3:52PM EDT,12.67%
2020-08-18,SPY200826P00348000,PUT,2020-08-26,348.00,9.45,9.58,-,1,2020-08-05 10:43AM EDT,13.27%
2020-08-18,SPY200826P00349000,PUT,2020-08-26,349.00,10.40,10.52,10,1,2020-08-18 10:27AM EDT,13.60%
2020-08-18,SPY200826P00350000,PUT,2020-08-26,350.00,11.34,11.48,2,4,2020-08-17 11:20AM EDT,14.01%
2020-08-18,SPY200826P00351000,PUT,2020-08-26,351.00,12.33,12.45,2,1,2020-08-13 10:29AM EDT,14.50%
2020-08-18,SPY200826P00352000,PUT,2020-08-26,352.00,13.28,13.43,1,3,2020-08-18 9:31AM EDT,15.09%
2020-08-18,SPY200826P00360000,PUT,2020-08-26,360.00,21.24,21.41,-,1,2020-08-17 12:05AM EDT,21.34%
2020-08-18,SPY200826P00366000,PUT,2020-08-26,366.00,27.24,27.39,-,5,2020-08-17 12:05AM EDT,25.44%
2020-08-18,SPY200826P00368000,PUT,2020-08-26,368.00,29.26,29.40,-,2,2020-08-17 12:05AM EDT,27.20%
2020-08-18,SPY200826P00370000,PUT,2020-08-26,370.00,31.23,31.37,-,10,2020-08-17 12:05AM EDT,27.69%
2020-08-18,SPY200828C00160000,CALL,2020-08-28,160.00,178.57,178.83,4,4,2020-07-31 2:54PM EDT,164.84%
2020-08-18,SPY200828C00245000,CALL,2020-08-28,245.00,93.58,93.80,2,6,2020-08-06 3:22PM EDT,72.66%
2020-08-18,SPY200828C00250000,CALL,2020-08-28,250.00,88.60,88.79,-,5,2020-07-28 11:17AM EDT,67.19%
2020-08-18,SPY200828C00255000,CALL,2020-08-28,255.00,83.62,83.76,1,19,2020-08-04 10:01AM EDT,57.42%
2020-08-18,SPY200828C00260000,CALL,2020-08-28,260.00,78.65,78.80,5,50,2020-08-03 10:23AM EDT,60.55%
2020-08-18,SPY200828C00265000,CALL,2020-08-28,265.00,73.62,73.82,-,1,2020-08-06 11:49AM EDT,58.59%
2020-08-18,SPY200828C00270000,CALL,2020-08-28,270.00,68.67,68.79,3,78,2020-08-14 12:37PM EDT,51.56%
2020-08-18,SPY200828C00275000,CALL,2020-08-28,275.00,63.68,63.80,3,5,2020-08-10 3:33PM EDT,48.83%
2020-08-18,SPY200828C00280000,CALL,2020-08-28,280.00,58.69,58.80,1,19,2020-08-14 3:16PM EDT,45.12%
2020-08-18,SPY200828C00283000,CALL,2020-08-28,283.00,55.69,55.81,1,1,2020-07-22 12:47PM EDT,43.65%
2020-08-18,SPY200828C00284000,CALL,2020-08-28,284.00,54.69,54.81,1,2,2020-07-22 12:47PM EDT,42.87%
2020-08-18,SPY200828C00285000,CALL,2020-08-28,285.00,53.70,53.81,4,122,2020-08-14 3:45PM EDT,42.19%
2020-08-18,SPY200828C00286000,CALL,2020-08-28,286.00,50.26,50.56,-,1,2020-07-16 2:49PM EDT,0.00%
2020-08-18,SPY200828C00287000,CALL,2020-08-28,287.00,51.71,51.82,11,12,2020-08-14 3:57PM EDT,41.31%
2020-08-18,SPY200828C00288000,CALL,2020-08-28,288.00,50.70,50.81,3,3,2020-08-17 4:00PM EDT,39.84%
2020-08-18,SPY200828C00289000,CALL,2020-08-28,289.00,49.71,49.83,2,20,2020-08-14 2:26PM EDT,40.43%
2020-08-18,SPY200828C00290000,CALL,2020-08-28,290.00,48.72,48.83,1,56,2020-08-14 2:36PM EDT,39.65%
2020-08-18,SPY200828C00291000,CALL,2020-08-28,291.00,47.72,47.84,1,2,2020-08-18 9:50AM EDT,39.45%
2020-08-18,SPY200828C00292000,CALL,2020-08-28,292.00,46.72,46.84,1,3,2020-08-18 9:50AM EDT,38.67%
2020-08-18,SPY200828C00293000,CALL,2020-08-28,293.00,45.72,45.83,2,13,2020-08-10 4:11PM EDT,37.31%
2020-08-18,SPY200828C00294000,CALL,2020-08-28,294.00,44.74,44.85,1,4,2020-08-12 9:30AM EDT,37.60%
2020-08-18,SPY200828C00295000,CALL,2020-08-28,295.00,43.74,43.85,11,29,2020-08-14 2:21PM EDT,36.82%
2020-08-18,SPY200828C00296000,CALL,2020-08-28,296.00,42.74,42.86,5,6,2020-07-24 1:00PM EDT,36.43%
2020-08-18,SPY200828C00297000,CALL,2020-08-28,297.00,41.75,41.87,2,11,2020-08-14 1:38PM EDT,36.13%
2020-08-18,SPY200828C00298000,CALL,2020-08-28,298.00,40.75,40.87,1,15,2020-08-12 4:11PM EDT,35.30%
2020-08-18,SPY200828C00299000,CALL,2020-08-28,299.00,39.75,39.87,1,104,2020-08-14 9:42AM EDT,34.47%
2020-08-18,SPY200828C00300000,CALL,2020-08-28,300.00,38.77,38.88,14,103,2020-08-14 3:41PM EDT,34.08%
2020-08-18,SPY200828C00301000,CALL,2020-08-28,301.00,37.77,37.89,3,18,2020-08-17 3:13PM EDT,33.64%
2020-08-18,SPY200828C00302000,CALL,2020-08-28,302.00,36.78,36.90,1,30,2020-08-14 12:17PM EDT,33.20%
2020-08-18,SPY200828C00303000,CALL,2020-08-28,303.00,35.79,35.90,1,25,2020-08-14 11:35AM EDT,32.37%
2020-08-18,SPY200828C00304000,CALL,2020-08-28,304.00,34.81,34.92,1,126,2020-08-11 10:39AM EDT,32.13%
2020-08-18,SPY200828C00305000,CALL,2020-08-28,305.00,33.81,33.92,50,103,2020-08-14 3:54PM EDT,31.35%
2020-08-18,SPY200828C00306000,CALL,2020-08-28,306.00,32.82,32.93,1,26,2020-08-17 11:56AM EDT,30.76%
2020-08-18,SPY200828C00307000,CALL,2020-08-28,307.00,31.83,31.94,1,21,2020-08-14 3:45PM EDT,30.23%
2020-08-18,SPY200828C00308000,CALL,2020-08-28,308.00,30.84,30.96,7,99,2020-08-12 3:55PM EDT,29.88%
2020-08-18,SPY200828C00309000,CALL,2020-08-28,309.00,29.86,29.96,13,248,2020-08-10 10:50AM EDT,29.00%
2020-08-18,SPY200828C00310000,CALL,2020-08-28,310.00,28.87,28.98,1,251,2020-08-18 9:44AM EDT,28.61%
2020-08-18,SPY200828C00311000,CALL,2020-08-28,311.00,27.89,27.99,1,204,2020-08-14 3:37PM EDT,27.98%
2020-08-18,SPY200828C00312000,CALL,2020-08-28,312.00,26.92,26.99,5,210,2020-08-14 1:08PM EDT,27.10%
2020-08-18,SPY200828C00313000,CALL,2020-08-28,313.00,25.92,26.04,1,231,2020-08-18 10:11AM EDT,27.20%
2020-08-18,SPY200828C00314000,CALL,2020-08-28,314.00,24.95,25.05,6,572,2020-08-17 2:43PM EDT,26.47%
2020-08-18,SPY200828C00315000,CALL,2020-08-28,315.00,23.97,24.08,17,659,2020-08-18 10:51AM EDT,26.07%
2020-08-18,SPY200828C00316000,CALL,2020-08-28,316.00,23.00,23.11,1,443,2020-08-17 9:51AM EDT,25.61%
2020-08-18,SPY200828C00317000,CALL,2020-08-28,317.00,22.02,22.13,16,435,2020-08-17 1:32PM EDT,24.98%
2020-08-18,SPY200828C00318000,CALL,2020-08-28,318.00,21.06,21.16,1,529,2020-08-18 10:11AM EDT,24.46%
2020-08-18,SPY200828C00319000,CALL,2020-08-28,319.00,20.08,20.19,6,389,2020-08-18 12:18PM EDT,23.88%
2020-08-18,SPY200828C00320000,CALL,2020-08-28,320.00,19.14,19.24,15,"6,807",2020-08-18 10:12AM EDT,23.51%
2020-08-18,SPY200828C00321000,CALL,2020-08-28,321.00,18.19,18.28,4,"1,631",2020-08-18 10:53AM EDT,22.97%
2020-08-18,SPY200828C00322000,CALL,2020-08-28,322.00,17.25,17.34,1,"1,228",2020-08-18 11:13AM EDT,22.58%
2020-08-18,SPY200828C00323000,CALL,2020-08-28,323.00,16.30,16.38,36,697,2020-08-18 11:27AM EDT,21.95%
2020-08-18,SPY200828C00324000,CALL,2020-08-28,324.00,15.36,15.43,43,813,2020-08-18 11:40AM EDT,21.36%
2020-08-18,SPY200828C00325000,CALL,2020-08-28,325.00,14.44,14.50,622,"23,200",2020-08-18 12:35PM EDT,20.89%
2020-08-18,SPY200828C00326000,CALL,2020-08-28,326.00,13.51,13.58,20,"1,665",2020-08-18 11:09AM EDT,20.42%
2020-08-18,SPY200828C00327000,CALL,2020-08-28,327.00,12.59,12.68,11,"1,223",2020-08-18 12:44PM EDT,20.04%
2020-08-18,SPY200828C00328000,CALL,2020-08-28,328.00,11.69,11.76,141,606,2020-08-18 10:56AM EDT,19.43%
2020-08-18,SPY200828C00329000,CALL,2020-08-28,329.00,10.81,10.87,52,"2,089",2020-08-18 12:50PM EDT,18.95%
2020-08-18,SPY200828C00330000,CALL,2020-08-28,330.00,9.94,10.01,500,"9,236",2020-08-18 12:36PM EDT,18.56%
2020-08-18,SPY200828C00331000,CALL,2020-08-28,331.00,9.08,9.13,14,"1,318",2020-08-18 11:10AM EDT,17.96%
2020-08-18,SPY200828C00332000,CALL,2020-08-28,332.00,8.25,8.27,101,"2,484",2020-08-18 12:32PM EDT,17.37%
2020-08-18,SPY200828C00333000,CALL,2020-08-28,333.00,7.43,7.45,222,"2,425",2020-08-18 12:36PM EDT,16.90%
2020-08-18,SPY200828C00334000,CALL,2020-08-28,334.00,6.63,6.65,357,"3,283",2020-08-18 12:46PM EDT,16.40%
2020-08-18,SPY200828C00335000,CALL,2020-08-28,335.00,5.85,5.88,"1,116","5,268",2020-08-18 12:45PM EDT,15.92%
2020-08-18,SPY200828C00336000,CALL,2020-08-28,336.00,5.13,5.15,448,"4,901",2020-08-18 12:38PM EDT,15.47%
2020-08-18,SPY200828C00337000,CALL,2020-08-28,337.00,4.43,4.45,"1,505","2,934",2020-08-18 12:42PM EDT,15.00%
2020-08-18,SPY200828C00338000,CALL,2020-08-28,338.00,3.78,3.79,"5,533","4,600",2020-08-18 12:49PM EDT,14.54%
2020-08-18,SPY200828C00339000,CALL,2020-08-28,339.00,3.18,3.19,"1,541","3,200",2020-08-18 12:50PM EDT,14.14%
2020-08-18,SPY200828C00340000,CALL,2020-08-28,340.00,2.64,2.66,"2,571","9,940",2020-08-18 12:50PM EDT,13.83%
2020-08-18,SPY200828C00341000,CALL,2020-08-28,341.00,2.16,2.18,"1,273","2,953",2020-08-18 12:49PM EDT,13.53%
2020-08-18,SPY200828C00342000,CALL,2020-08-28,342.00,1.75,1.76,976,"4,058",2020-08-18 12:49PM EDT,13.25%
2020-08-18,SPY200828C00343000,CALL,2020-08-28,343.00,1.39,1.41,"1,147","3,109",2020-08-18 12:49PM EDT,13.06%
2020-08-18,SPY200828C00344000,CALL,2020-08-28,344.00,1.09,1.10,583,"2,937",2020-08-18 12:49PM EDT,12.82%
2020-08-18,SPY200828C00345000,CALL,2020-08-28,345.00,0.85,0.86,"1,188","7,045",2020-08-18 12:46PM EDT,12.71%
2020-08-18,SPY200828C00346000,CALL,2020-08-28,346.00,0.65,0.66,240,"2,471",2020-08-18 12:46PM EDT,12.60%
2020-08-18,SPY200828C00347000,CALL,2020-08-28,347.00,0.49,0.50,470,"2,398",2020-08-18 12:18PM EDT,12.50%
2020-08-18,SPY200828C00348000,CALL,2020-08-28,348.00,0.37,0.38,125,"1,956",2020-08-18 12:41PM EDT,12.48%
2020-08-18,SPY200828C00349000,CALL,2020-08-28,349.00,0.28,0.29,343,882,2020-08-18 12:42PM EDT,12.50%
2020-08-18,SPY200828C00350000,CALL,2020-08-28,350.00,0.21,0.22,610,"1,712",2020-08-18 12:44PM EDT,12.55%
2020-08-18,SPY200828C00351000,CALL,2020-08-28,351.00,0.15,0.16,55,"1,428",2020-08-18 12:42PM EDT,12.53%
2020-08-18,SPY200828C00352000,CALL,2020-08-28,352.00,0.11,0.12,86,393,2020-08-18 12:50PM EDT,12.60%
2020-08-18,SPY200828C00353000,CALL,2020-08-28,353.00,0.08,0.09,15,917,2020-08-18 10:29AM EDT,12.70%
2020-08-18,SPY200828C00354000,CALL,2020-08-28,354.00,0.06,0.07,37,"6,472",2020-08-18 11:30AM EDT,12.84%
2020-08-18,SPY200828C00355000,CALL,2020-08-28,355.00,0.04,0.05,134,"8,518",2020-08-18 12:10PM EDT,12.89%
2020-08-18,SPY200828C00356000,CALL,2020-08-28,356.00,0.03,0.04,101,210,2020-08-18 12:08PM EDT,13.09%
2020-08-18,SPY200828C00357000,CALL,2020-08-28,357.00,0.02,0.03,11,"1,110",2020-08-17 10:41AM EDT,13.18%
2020-08-18,SPY200828C00358000,CALL,2020-08-28,358.00,0.02,0.03,11,451,2020-08-18 10:16AM EDT,13.87%
2020-08-18,SPY200828C00359000,CALL,2020-08-28,359.00,0.01,0.02,25,52,2020-08-17 2:11PM EDT,13.67%
2020-08-18,SPY200828C00360000,CALL,2020-08-28,360.00,0.01,0.02,645,"14,786",2020-08-18 12:48PM EDT,14.26%
2020-08-18,SPY200828C00361000,CALL,2020-08-28,361.00,0.01,0.02,1,24,2020-08-13 12:32PM EDT,14.84%
2020-08-18,SPY200828C00362000,CALL,2020-08-28,362.00,0.01,0.02,3,25,2020-08-17 9:52AM EDT,15.43%
2020-08-18,SPY200828C00363000,CALL,2020-08-28,363.00,0.01,0.02,4,8,2020-08-17 11:07AM EDT,16.02%
2020-08-18,SPY200828C00364000,CALL,2020-08-28,364.00,0.00,0.01,5,26,2020-08-18 11:02AM EDT,15.24%
2020-08-18,SPY200828C00365000,CALL,2020-08-28,365.00,0.00,0.01,250,"4,388",2020-08-17 1:50PM EDT,16.02%
2020-08-18,SPY200828C00366000,CALL,2020-08-28,366.00,0.00,0.01,170,174,2020-08-14 1:01PM EDT,16.41%
2020-08-18,SPY200828C00367000,CALL,2020-08-28,367.00,0.00,0.01,8,8,2020-08-10 10:39AM EDT,16.80%
2020-08-18,SPY200828C00368000,CALL,2020-08-28,368.00,0.00,0.01,2,6,2020-08-17 11:52AM EDT,17.58%
2020-08-18,SPY200828C00369000,CALL,2020-08-28,369.00,0.00,0.01,1,6,2020-08-17 12:55PM EDT,17.97%
2020-08-18,SPY200828C00370000,CALL,2020-08-28,370.00,0.00,0.01,1,381,2020-08-14 3:27PM EDT,18.36%
2020-08-18,SPY200828C00375000,CALL,2020-08-28,375.00,0.00,0.01,1,"2,142",2020-08-13 10:03AM EDT,21.09%
2020-08-18,SPY200828C00380000,CALL,2020-08-28,380.00,0.00,0.01,3,874,2020-08-13 12:52PM EDT,23.44%
2020-08-18,SPY200828C00385000,CALL,2020-08-28,385.00,0.00,0.01,7,"3,044",2020-08-14 10:39AM EDT,25.78%
2020-08-18,SPY200828C00390000,CALL,2020-08-28,390.00,0.00,0.01,36,60,2020-08-07 11:49AM EDT,28.13%
2020-08-18,SPY200828C00395000,CALL,2020-08-28,395.00,0.00,0.01,6,13,2020-08-13 9:46AM EDT,30.47%
2020-08-18,SPY200828C00400000,CALL,2020-08-28,400.00,0.00,0.01,108,108,2020-08-10 12:32PM EDT,32.81%
2020-08-18,SPY200828C00410000,CALL,2020-08-28,410.00,-,0.01,-,1,2020-08-17 12:06AM EDT,36.72%
2020-08-18,SPY200828P00160000,PUT,2020-08-28,160.00,0.00,0.01,700,"1,821",2020-08-10 3:41PM EDT,128.13%
2020-08-18,SPY200828P00165000,PUT,2020-08-28,165.00,0.00,0.01,2,21,2020-08-10 10:08AM EDT,121.88%
2020-08-18,SPY200828P00170000,PUT,2020-08-28,170.00,0.00,0.01,10,12,2020-07-29 10:29AM EDT,118.75%
2020-08-18,SPY200828P00175000,PUT,2020-08-28,175.00,0.00,0.01,722,932,2020-08-11 4:06PM EDT,112.50%
2020-08-18,SPY200828P00180000,PUT,2020-08-28,180.00,0.00,0.01,4,255,2020-08-06 1:51PM EDT,109.38%
2020-08-18,SPY200828P00185000,PUT,2020-08-28,185.00,0.00,0.01,2,282,2020-08-10 9:30AM EDT,103.13%
2020-08-18,SPY200828P00190000,PUT,2020-08-28,190.00,0.00,0.01,1,20,2020-08-12 10:21AM EDT,100.00%
2020-08-18,SPY200828P00195000,PUT,2020-08-28,195.00,0.00,0.01,2,152,2020-08-10 3:09PM EDT,96.88%
2020-08-18,SPY200828P00200000,PUT,2020-08-28,200.00,0.00,0.01,5,"1,627",2020-08-12 11:25AM EDT,90.63%
2020-08-18,SPY200828P00205000,PUT,2020-08-28,205.00,0.00,0.01,50,78,2020-08-10 12:50PM EDT,87.50%
2020-08-18,SPY200828P00210000,PUT,2020-08-28,210.00,0.00,0.01,7,92,2020-08-07 10:06AM EDT,84.38%
2020-08-18,SPY200828P00215000,PUT,2020-08-28,215.00,0.00,0.01,50,672,2020-08-11 3:29PM EDT,79.69%
2020-08-18,SPY200828P00220000,PUT,2020-08-28,220.00,0.00,0.01,15,"1,405",2020-08-18 12:03PM EDT,75.00%
2020-08-18,SPY200828P00225000,PUT,2020-08-28,225.00,0.00,0.01,6,71,2020-08-14 12:29PM EDT,71.88%
2020-08-18,SPY200828P00230000,PUT,2020-08-28,230.00,0.01,0.02,110,182,2020-08-14 2:27PM EDT,75.00%
2020-08-18,SPY200828P00235000,PUT,2020-08-28,235.00,0.01,0.02,9,329,2020-08-17 1:13PM EDT,71.09%
2020-08-18,SPY200828P00240000,PUT,2020-08-28,240.00,0.01,0.02,4,"2,679",2020-08-18 9:43AM EDT,67.19%
2020-08-18,SPY200828P00245000,PUT,2020-08-28,245.00,0.01,0.02,11,"14,043",2020-08-17 11:30AM EDT,63.28%
2020-08-18,SPY200828P00250000,PUT,2020-08-28,250.00,0.01,0.02,68,"18,194",2020-08-18 11:02AM EDT,60.16%
2020-08-18,SPY200828P00255000,PUT,2020-08-28,255.00,0.02,0.03,27,"1,131",2020-08-17 3:28PM EDT,58.98%
2020-08-18,SPY200828P00260000,PUT,2020-08-28,260.00,0.02,0.03,24,"27,785",2020-08-18 11:56AM EDT,55.47%
2020-08-18,SPY200828P00265000,PUT,2020-08-28,265.00,0.02,0.03,1,"28,352",2020-08-18 9:36AM EDT,51.56%
2020-08-18,SPY200828P00270000,PUT,2020-08-28,270.00,0.03,0.04,168,"4,593",2020-08-17 3:22PM EDT,50.39%
2020-08-18,SPY200828P00275000,PUT,2020-08-28,275.00,0.04,0.05,3,"16,611",2020-08-18 9:55AM EDT,47.85%
2020-08-18,SPY200828P00280000,PUT,2020-08-28,280.00,0.05,0.06,23,"18,312",2020-08-18 11:13AM EDT,45.12%
2020-08-18,SPY200828P00283000,PUT,2020-08-28,283.00,0.05,0.06,3,796,2020-08-18 9:44AM EDT,42.97%
2020-08-18,SPY200828P00284000,PUT,2020-08-28,284.00,0.05,0.06,1,714,2020-08-18 10:10AM EDT,42.19%
2020-08-18,SPY200828P00285000,PUT,2020-08-28,285.00,0.06,0.07,19,834,2020-08-18 11:51AM EDT,42.19%
2020-08-18,SPY200828P00286000,PUT,2020-08-28,286.00,0.06,0.07,62,"2,610",2020-08-18 12:45PM EDT,41.41%
2020-08-18,SPY200828P00287000,PUT,2020-08-28,287.00,0.06,0.07,1,742,2020-08-12 3:47PM EDT,40.63%
2020-08-18,SPY200828P00288000,PUT,2020-08-28,288.00,0.06,0.07,100,810,2020-08-17 1:24PM EDT,39.84%
2020-08-18,SPY200828P00289000,PUT,2020-08-28,289.00,0.07,0.08,4,"4,681",2020-08-17 2:49PM EDT,39.84%
2020-08-18,SPY200828P00290000,PUT,2020-08-28,290.00,0.07,0.08,46,"1,739",2020-08-18 11:36AM EDT,39.06%
2020-08-18,SPY200828P00291000,PUT,2020-08-28,291.00,0.07,0.08,217,"1,732",2020-08-14 10:07AM EDT,38.28%
2020-08-18,SPY200828P00292000,PUT,2020-08-28,292.00,0.08,0.09,2,"3,612",2020-08-18 11:04AM EDT,38.09%
2020-08-18,SPY200828P00293000,PUT,2020-08-28,293.00,0.08,0.09,5,"4,290",2020-08-17 12:51PM EDT,37.40%
2020-08-18,SPY200828P00294000,PUT,2020-08-28,294.00,0.09,0.10,1,627,2020-08-17 9:30AM EDT,37.11%
2020-08-18,SPY200828P00295000,PUT,2020-08-28,295.00,0.09,0.10,123,"2,524",2020-08-18 12:26PM EDT,36.33%
2020-08-18,SPY200828P00296000,PUT,2020-08-28,296.00,0.10,0.11,4,491,2020-08-17 10:03AM EDT,36.04%
2020-08-18,SPY200828P00297000,PUT,2020-08-28,297.00,0.10,0.11,98,497,2020-08-14 4:10PM EDT,35.25%
2020-08-18,SPY200828P00298000,PUT,2020-08-28,298.00,0.11,0.12,12,"4,995",2020-08-18 12:39PM EDT,34.96%
2020-08-18,SPY200828P00299000,PUT,2020-08-28,299.00,0.11,0.12,5,"4,316",2020-08-18 9:36AM EDT,34.13%
2020-08-18,SPY200828P00300000,PUT,2020-08-28,300.00,0.12,0.13,720,"4,184",2020-08-18 12:45PM EDT,33.74%
2020-08-18,SPY200828P00301000,PUT,2020-08-28,301.00,0.13,0.14,2,"8,951",2020-08-18 9:30AM EDT,33.30%
2020-08-18,SPY200828P00302000,PUT,2020-08-28,302.00,0.13,0.14,112,891,2020-08-18 12:39PM EDT,32.52%
2020-08-18,SPY200828P00303000,PUT,2020-08-28,303.00,0.14,0.15,2,610,2020-08-17 3:14PM EDT,32.03%
2020-08-18,SPY200828P00304000,PUT,2020-08-28,304.00,0.15,0.16,300,"1,704",2020-08-18 11:25AM EDT,31.54%
2020-08-18,SPY200828P00305000,PUT,2020-08-28,305.00,0.16,0.17,321,"4,546",2020-08-18 10:22AM EDT,31.06%
2020-08-18,SPY200828P00306000,PUT,2020-08-28,306.00,0.17,0.18,8,"1,081",2020-08-18 12:25PM EDT,30.52%
2020-08-18,SPY200828P00307000,PUT,2020-08-28,307.00,0.18,0.19,2,664,2020-08-18 12:34PM EDT,29.98%
2020-08-18,SPY200828P00308000,PUT,2020-08-28,308.00,0.19,0.20,157,"2,589",2020-08-18 12:18PM EDT,29.40%
2020-08-18,SPY200828P00309000,PUT,2020-08-28,309.00,0.21,0.22,4,860,2020-08-18 10:09AM EDT,29.05%
2020-08-18,SPY200828P00310000,PUT,2020-08-28,310.00,0.22,0.23,118,"8,016",2020-08-18 12:49PM EDT,28.42%
2020-08-18,SPY200828P00311000,PUT,2020-08-28,311.00,0.24,0.25,10,"2,653",2020-08-18 12:32PM EDT,27.98%
2020-08-18,SPY200828P00312000,PUT,2020-08-28,312.00,0.25,0.26,3,"1,313",2020-08-18 12:43PM EDT,27.34%
2020-08-18,SPY200828P00313000,PUT,2020-08-28,313.00,0.27,0.28,7,850,2020-08-18 10:08AM EDT,26.86%
2020-08-18,SPY200828P00314000,PUT,2020-08-28,314.00,0.29,0.30,82,963,2020-08-18 12:51PM EDT,26.32%
2020-08-18,SPY200828P00315000,PUT,2020-08-28,315.00,0.32,0.33,"4,795","5,192",2020-08-18 12:51PM EDT,25.93%
2020-08-18,SPY200828P00316000,PUT,2020-08-28,316.00,0.34,0.35,56,"1,438",2020-08-18 12:49PM EDT,25.34%
2020-08-18,SPY200828P00317000,PUT,2020-08-28,317.00,0.37,0.38,37,"4,599",2020-08-18 11:04AM EDT,24.85%
2020-08-18,SPY200828P00318000,PUT,2020-08-28,318.00,0.41,0.42,454,"1,854",2020-08-18 12:47PM EDT,24.46%
2020-08-18,SPY200828P00319000,PUT,2020-08-28,319.00,0.44,0.45,662,886,2020-08-18 12:39PM EDT,23.90%
2020-08-18,SPY200828P00320000,PUT,2020-08-28,320.00,0.48,0.49,"16,212","24,840",2020-08-18 12:50PM EDT,23.41%
2020-08-18,SPY200828P00321000,PUT,2020-08-28,321.00,0.53,0.54,52,"3,092",2020-08-18 12:28PM EDT,22.97%
2020-08-18,SPY200828P00322000,PUT,2020-08-28,322.00,0.58,0.59,338,"7,374",2020-08-18 12:45PM EDT,22.50%
2020-08-18,SPY200828P00323000,PUT,2020-08-28,323.00,0.64,0.65,297,"2,662",2020-08-18 12:47PM EDT,22.05%
2020-08-18,SPY200828P00324000,PUT,2020-08-28,324.00,0.70,0.71,430,"2,075",2020-08-18 12:44PM EDT,21.55%
2020-08-18,SPY200828P00325000,PUT,2020-08-28,325.00,0.77,0.78,"10,842","25,664",2020-08-18 12:44PM EDT,21.06%
2020-08-18,SPY200828P00326000,PUT,2020-08-28,326.00,0.84,0.86,194,"2,656",2020-08-18 12:49PM EDT,20.58%
2020-08-18,SPY200828P00327000,PUT,2020-08-28,327.00,0.93,0.95,262,"2,379",2020-08-18 12:48PM EDT,20.12%
2020-08-18,SPY200828P00328000,PUT,2020-08-28,328.00,1.03,1.04,217,"2,027",2020-08-18 12:48PM EDT,19.57%
2020-08-18,SPY200828P00329000,PUT,2020-08-28,329.00,1.13,1.14,959,"3,710",2020-08-18 12:42PM EDT,19.02%
2020-08-18,SPY200828P00330000,PUT,2020-08-28,330.00,1.26,1.27,"12,375","16,992",2020-08-18 12:51PM EDT,18.57%
2020-08-18,SPY200828P00331000,PUT,2020-08-28,331.00,1.39,1.40,690,"1,174",2020-08-18 12:45PM EDT,18.02%
2020-08-18,SPY200828P00332000,PUT,2020-08-28,332.00,1.54,1.55,656,"1,503",2020-08-18 12:49PM EDT,17.49%
2020-08-18,SPY200828P00333000,PUT,2020-08-28,333.00,1.73,1.74,"1,261","14,807",2020-08-18 12:47PM EDT,17.05%
2020-08-18,SPY200828P00334000,PUT,2020-08-28,334.00,1.92,1.93,"4,088","8,948",2020-08-18 12:50PM EDT,16.50%
2020-08-18,SPY200828P00335000,PUT,2020-08-28,335.00,2.15,2.16,"3,312","5,293",2020-08-18 12:50PM EDT,16.02%
2020-08-18,SPY200828P00336000,PUT,2020-08-28,336.00,2.42,2.43,"1,915","9,172",2020-08-18 12:49PM EDT,15.56%
2020-08-18,SPY200828P00337000,PUT,2020-08-28,337.00,2.72,2.74,"1,273","3,819",2020-08-18 12:49PM EDT,15.14%
2020-08-18,SPY200828P00338000,PUT,2020-08-28,338.00,3.06,3.08,"4,847","4,663",2020-08-18 12:49PM EDT,14.67%
2020-08-18,SPY200828P00339000,PUT,2020-08-28,339.00,3.48,3.49,"2,124",845,2020-08-18 12:48PM EDT,14.31%
2020-08-18,SPY200828P00340000,PUT,2020-08-28,340.00,3.94,3.95,"2,907","1,462",2020-08-18 12:50PM EDT,13.97%
2020-08-18,SPY200828P00341000,PUT,2020-08-28,341.00,4.46,4.48,543,639,2020-08-18 12:39PM EDT,13.70%
2020-08-18,SPY200828P00342000,PUT,2020-08-28,342.00,5.03,5.05,267,337,2020-08-18 12:48PM EDT,13.39%
2020-08-18,SPY200828P00343000,PUT,2020-08-28,343.00,5.68,5.70,77,248,2020-08-18 12:37PM EDT,13.21%
2020-08-18,SPY200828P00344000,PUT,2020-08-28,344.00,6.36,6.41,7,40,2020-08-18 10:10AM EDT,13.10%
2020-08-18,SPY200828P00345000,PUT,2020-08-28,345.00,7.13,7.18,29,168,2020-08-18 12:39PM EDT,13.07%
2020-08-18,SPY200828P00346000,PUT,2020-08-28,346.00,7.93,8.00,5,47,2020-08-18 10:07AM EDT,13.12%
2020-08-18,SPY200828P00347000,PUT,2020-08-28,347.00,8.75,8.86,26,63,2020-08-17 1:21PM EDT,13.26%
2020-08-18,SPY200828P00348000,PUT,2020-08-28,348.00,9.63,9.72,289,20,2020-08-18 12:47PM EDT,13.18%
